LocationNormalized,CustomerID,total_spent,transactions,city_rank
5TH BLOCK KORAMANGALA BANGALORE,C8126819,28954.0,1,1
MUMBAI BB NAKASHE RD,C6627746,28951.0,1,1
DHARWAD,C1429618,28875.0,1,1
BANGALURU,C3430219,28796.0,1,1
AL JUBAIL INSUDTRIAL,C6437179,28759.0,1,1
EAST DELHI DELHI,C2528284,28750.0,1,1
COLONY RANGAREDDI,C6934646,28618.0,1,1
PALI,C1434018,28587.0,1,1
RAJOURI,C5713966,28500.0,1,1
SARAIDHELA DHANBAD,C7831124,28490.51,1,1
SCHOOL HYDERABAD,C1312681,28399.0,1,1
KRISHNA,C1625190,28250.0,1,1
NAINITAL,C1337919,28245.0,1,1
ASF INSIGNIA GWAL PAHARI GURGAON,C2338948,28215.0,1,1
SHIVAJINAGAR PUNE,C6618738,28200.0,1,1
EAST DELHI,C6130746,28165.0,1,1
RPC LAYOUT HAMPINAGAR BANGALORE,C2176763,28012.0,1,1
DADAR EAST MUMBAI,C3225592,28000.0,1,1
MUMBAI M CORP THANE VASHI,C7024041,28000.0,1,1
UMM AL QUWAIN,C2329747,28000.0,1,1
UNION BANK OF INDIA NAGPUR,C1333537,28000.0,1,1
BONGAIGAON,C2216982,27999.0,1,1
CONVENT MUMBAI,C4431218,27999.0,1,1
KANDIVALI EAST MUMBAI,C1731945,27999.0,1,1
KURLA (W) MUMBAI,C2616259,27999.0,1,1
SYDNEY,C3156487,27999.0,1,1
POWAI MUMBAI,C8014488,27998.0,1,1
KADAPA,C3236754,27989.0,1,1
BAHADURGARH,C8343030,27700.0,1,1
CHROMPET KPM,C8719086,27700.0,1,1
VEERA DESAI ROAD MUMBAI,C2716137,27700.0,1,1
PALWAL,C5415260,27650.0,1,1
PATAUDI,C2119153,27600.0,1,1
FEROZEPUR CANTT,C7288653,27585.0,1,1
MURSHIDABAD,C5439146,27550.0,1,1
ANDHERI (EAST) MUMBAI,C1817529,27540.0,1,1
NIPHAD,C7156757,27538.0,1,1
WHITEFIELD BANGALORE,C8720249,27501.0,1,1
PATNA PATNA,C8330735,27500.0,1,1
SUNDARGARH,C4225590,27473.0,1,1
ROHA,C1632182,27471.0,1,1
KRISHNAGIRI,C1063270,27436.0,1,1
GURGAON ROAD GURGAON,C2426135,27400.0,1,1
URBAN VISAKHAPATNAM,C6419084,27363.78,1,1
DHOLPUR,C5138287,27253.0,1,1
BARNALA,C8538376,27225.0,1,1
BOKARO,C4439385,27180.0,1,1
DEPARTMENTAL STORES CHENNAI,C4530652,27004.56,1,1
BENGALURU,C2533382,27000.0,1,1
FARRUKHABAD,C4024533,27000.0,1,1
MIDNAPUR,C1121989,27000.0,1,1
QUEPEM SOUTH,C1440366,27000.0,1,1
RAMSIN,C1839970,26999.0,1,1
NANDED,C6712424,26997.62,1,1
BOMMASANDRA INDL AREA BANGALORE,C2721411,26989.0,1,1
NR METRO STATION BANGALORE,C3515848,26887.0,1,1
KOLAR,C7334458,26885.5,1,1
KOTTAYAM DIST,C4585090,26822.03,1,1
JAGADHRI DIST-YAMUNANAGAR,C8920318,26820.0,1,1
FLYOVER KOLKATTA,C4920518,26750.0,1,1
SANTACRUZ E MUMBAI,C6237924,26620.82,1,1
THIRUVALLA PO,C2311645,26600.0,1,1
KAYAMKULAM,C1835536,26500.0,1,1
MUZAFFARNAGAR,C3572029,26490.0,1,1
KANNIYAKUMARI,C7742432,26400.0,1,1
SADARMANGALA BANGALORE,C6021946,26369.0,1,1
GUNA,C2320226,26315.25,1,1
SAMRUDHDHI BHAVAN RAJKOT,C5716631,26306.0,1,1
BACHPALLE K V RANGAREDDY,C9074331,26268.0,1,1
MESAIEED,C6340552,26265.0,1,1
DEOLALI NASHIK,C7512251,26215.0,1,1
VISHALI OPP DABUR GHAZIABAD,C2044811,26180.0,1,1
ILFORD,C5441280,26102.0,1,1
DIST-RAE BARELI,C5733848,26000.0,1,1
DISTT REWARI,C7573821,26000.0,1,1
GZB,C1821385,26000.0,1,1
KAMALCHHOD,C5064450,26000.0,1,1
TUMKUR,C3025567,25989.0,1,1
JEWELLERS DELHI,C4727341,25870.8,1,1
ON KALYAN ROAD NAVI MUMBAI,C7437564,25860.0,1,1
KURLA ROAD ANDHERI EAST MUMBAI,C2241316,25800.0,1,1
RAJGARH,C7213016,25788.0,1,1
AYODHYA NGR NAGPURAYODHYANGR NAGPUR,C1941242,25784.0,1,1
OFFICE BANGALORE,C7918673,25746.0,1,1
MANDIR THERGAON PUNE CITY PUNE,C7921415,25710.0,1,1
AMBARNATH THANE,C5442033,25674.0,1,1
SANPADA THANE NAVI MUMBAI,C3236351,25572.0,1,1
DHARAMSHALA,C6836450,25570.0,1,1
JEWELLERS HYDERABAD,C7629685,25540.0,1,1
BANDRA WEST MUMBAI,C5041372,25513.0,1,1
WEST BADLAPUR,C7241957,25500.0,1,1
PASCHIM CHAMPARAN,C1215079,25427.51,1,1
BANJARA HILLS HYDERABAD,C7324262,25400.0,1,1
AKOLA,C6128114,25300.0,1,1
BANK NAGPUR,C8425034,25290.0,1,1
CBD BELAPUR NAVI MUMBAI,C7929234,25273.0,1,1
DASUYA,C4323448,25235.0,1,1
THANE NR RATNAKAR BANK THANE,C7491574,25235.0,1,1
BALLIA,C3819667,25214.0,1,1
FLY OVER PUNE,C7845720,25178.0,1,1
NAMAKKAL,C2192847,25122.0,1,1
JAGATSINGHPUR,C4613633,25070.0,1,1
DEWAS,C1341192,25004.0,1,1
AL KHOBAR,C7931640,25000.0,1,1
ASHFIELD,C4662640,25000.0,1,1
B S CITY,C9015965,25000.0,1,1
COMMERCE JOGESHWARI WEST MUMBAI,C3523547,25000.0,1,1
DAUSA,C1122751,25000.0,1,1
DIST REWARI,C1130821,25000.0,1,1
GAMDEVI MUMBAI,C1489483,25000.0,1,1
GAUTAM BUDHA NAGAR,C8884067,25000.0,1,1
GUNTUR DIST,C4233561,25000.0,1,1
HARDOI,C3120976,25000.0,1,1
KALYAN (W) KALYAN,C3612672,25000.0,1,1
KASARWADAVALI POLICE STATION THANE,C3117356,25000.0,1,1
KURLA WEST - MUMBAI,C1234474,25000.0,1,1
MADHAPAR,C7810313,25000.0,1,1
MARGAO SOUTH GOA,C6838325,25000.0,1,1
MOIRA NORTH GOA,C2744384,25000.0,1,1
NASIRABAD,C1742473,25000.0,1,1
ROAD SAKINAKA MUMBAI,C8627017,25000.0,1,1
SABARKANTHA,C7832740,25000.0,1,1
SAKINAKA MUMBAI,C5110152,25000.0,1,1
TEHRI GARHWAL,C7028546,25000.0,1,1
TILAKPUR,C5915877,25000.0,1,1
VASHI NAVI MUMBAI,C8664227,25000.0,1,1
YAMUNA NAGAR,C4512621,25000.0,1,1
HOTEL MUMBAI,C6937965,24980.0,1,1
WEST GODAVARI,C5916290,24843.33,1,1
HERNDON,C5424155,24776.0,1,1
HAZARI BAG,C3930566,24713.0,1,1
RENIGUNTA,C3535761,24708.0,1,1
EMBASSY BANGALORE,C8836212,24637.55,1,1
PERNAMBUT,C8214048,24538.54,1,1
BUS STOP CHENNAI,C4940338,24437.0,1,1
VASAI WEST THANE,C8712219,24350.0,1,1
RANGAREDDI,C6527990,24300.0,1,1
PEN DIST RAIGAD,C8329090,24276.0,1,1
PUNDARI,C3768471,24250.0,1,1
SUDAMA CHOWK SURAT,C7056186,24240.31,1,1
BOLPUR,C1372351,24197.0,1,1
MARG KURLA MUMBAI,C4237151,24162.27,1,1
DAMAN,C4940574,24162.0,1,1
MAHALINGAPURAM CHENNAI,C3428171,24136.0,1,1
BAINSI,C2120871,24000.0,1,1
NASIK,C6636349,24000.0,1,1
SOUTH 24 PARGANAS,C5094663,24000.0,1,1
STOCKHOLM,C2713668,24000.0,1,1
NARIMAN POINT  MUMBAI,C4319157,23932.0,1,1
CUDDALORE,C5220113,23900.0,1,1
HAWRAH,C1641654,23847.0,1,1
PASCHIM MEDINIPUR,C7712659,23809.0,1,1
KURUKSHETRA,C5934248,23793.0,1,1
NILGIRIS,C4916582,23752.28,1,1
G B NAGAR,C3525034,23750.0,1,1
DAPORIJO,C2817265,23726.0,1,1
KOLLAM,C8598853,23691.0,1,1
MUMBAI MUMBAI,C8584392,23650.0,1,1
CHIDAMBARANAR,C1040719,23614.0,1,1
HIGHWAY MUMBAI,C3988251,23600.0,1,1
IRVING,C5533227,23491.0,1,1
MAHIPALPUR NEW DELHI,C4980150,23462.0,1,1
COLLEGE KOLKATA,C1415018,23375.0,1,1
NAGAR MUMBAI AGRA RD NASHIK,C2432929,23345.0,1,1
ROAD SAKET NEW DELHI,C4212723,23341.0,1,1
COVENTRY,C8274167,23299.0,1,1
ROPAR,C6718758,23236.0,1,1
NO 26/1 MALLESHWARAM,C7634676,23234.26,1,1
RESTAURANT JAIPUR,C3310145,23189.0,1,1
PETER ENGLAND SHOWROOM BANGALORE,C8315545,23161.0,1,1
HOSPITAL KALANAGAR BANDRA E MUMBAI,C8932665,23007.0,1,1
AUSTIN,C7317280,23000.0,1,1
BAPAT MARG LOWER PAREL MUMBAI,C6564492,23000.0,1,1
CYPRESS,C4016385,23000.0,1,1
PANVEL,C8234079,23000.0,1,1
HATHRAS,C5526056,22990.0,1,1
KAMRUP,C8214314,22926.0,1,1
DABHADE TALUKA MAVAL,C5522880,22900.0,1,1
WEST DELHI,C7411428,22811.0,1,1
VARACHHA UTRAN ROAD SURAT SURAT,C5777732,22755.0,1,1
HEADQUARTER NAVI MUMBAI,C5936454,22742.0,1,1
POST BANGALORE,C2425261,22675.0,1,1
BAZAAR BANGALORE,C2332534,22644.0,1,1
TIRUPATHI,C1536967,22644.0,1,1
BLOCK KORAMANGALA BANGALORE,C6733776,22631.0,1,1
"DIMAPUR, NAGALAND",C1539445,22573.0,1,1
BANASHANKARI2ND STAGE,C3037570,22500.0,1,1
MASTEK BLDG NAVI MUMBAI,C1777662,22500.0,1,1
DWARKA NASHIK,C2626312,22430.0,1,1
BHANDARA,C4761476,22253.0,1,1
N DELHI,C5626172,22249.0,1,1
SAMBHAJI GARDEN MUMBAI,C3632746,22245.0,1,1
NODIA,C6531015,22225.0,1,1
IDUKKI,C6538068,22127.0,1,1
KOTHIKODE,C7316117,22070.0,1,1
BANSWARA,C6835029,22000.0,1,1
ESTATE ALAPKKAM CHENNAI,C1814436,22000.0,1,1
GATE NO 1 AND 2 BASEMENT DELHI,C1622242,22000.0,1,1
W MUMBAI,C3145549,22000.0,1,1
FATEHABAD,C7221212,21994.0,1,1
IMPHAL,C6235971,21990.0,1,1
HERITAGE HYDERABAD,C1010253,21968.0,1,1
DHAMPUR,C1427076,21934.38,1,1
GAYA,C4342530,21900.0,1,1
NALLASOPARA E,C7899892,21900.0,1,1
ANDHERI ROAD ANDHERI EAST MUMBAI,C3418576,21789.0,1,1
URBAN) MUMBAI,C6334582,21789.0,1,1
ERANAKULAM,C5930741,21779.73,1,1
KALYANA MANDAPAM COIMBATORE,C1316211,21698.0,1,1
OPP SONAL BUILDING MUMBAI,C1629287,21650.0,1,1
CHOWK OPP INDRALOK RESI SURAT,C4623520,21600.0,1,1
BULANDSHAHR,C7311265,21500.0,1,1
STAR THANE,C7328285,21450.0,1,1
RANGAREDDY HYDERABAD,C5714033,21448.0,1,1
NEARTO MANTRI MALL BANGALORE,C8641142,21444.0,1,1
PAREL BHOIWADA MUMBAI,C1635572,21440.0,1,1
KARKARDUMA,C5721225,21413.06,1,1
BANGALORE BANGALORE,C1630858,21330.0,1,1
DL NEW DELHI,C7829841,21330.0,1,1
ASHISH HOTEL PANCHVATI AHMEDABAD,C8619346,21315.0,1,1
WRZESNIA,C4488674,21230.06,1,1
THANE (EAST),C3480945,21199.0,1,1
BADLAPUR E,C2696026,21152.0,1,1
DERABASSI,C3313963,21150.0,1,1
TREES VERSOVA ANDHERI W MUMBAI,C3026471,21066.6,1,1
RAGHOBHA TALIM JAVALIL KOLHAPUR,C5742044,21039.0,1,1
BELLARY,C8299673,21000.0,1,1
BORIVALI EAST MUMBAI,C3021921,21000.0,1,1
DOMBIVALI,C8911423,21000.0,1,1
JOGESHWARI (EAST) S O MUMBAI,C2322457,21000.0,1,1
PALLAVARAM SUB POST OFFICE CHENNAI,C7125544,21000.0,1,1
HYDERABAD AP,C7426161,20990.0,1,1
DHARMAPURI,C4837770,20989.0,1,1
DOMBIVILI WEST VISHNUNAGAR THANE,C1534534,20989.0,1,1
SIVAGANGAI DT,C6033414,20980.0,1,1
CHAKALA ANDHERI EAST MUMBAI,C4019657,20931.0,1,1
HOSPITAL ASANSOL,C6333613,20900.0,1,1
JABALPUR,C8314764,20886.0,1,1
KORAMANGALA IST BLOCK BANGALORE,C1331626,20800.0,1,1
KUALALUMPUR,C4619861,20737.0,1,1
HOSHIARPUR,C7718747,20704.0,1,1
AREA PHASE 1 NEW DELHI,C5013524,20700.0,1,1
MAIN ROAD BANGALORE,C8215160,20698.01,1,1
BODEKDEV,C5691475,20574.0,1,1
BAPAT MARG ELEPHISTONE RD W MUMBAI,C3789785,20546.26,1,1
JAJPUR,C6116672,20500.0,1,1
MANAMA,C4829052,20500.0,1,1
TALEIGAO,C2042336,20500.0,1,1
PUNE CITY,C3013050,20440.0,1,1
TOWER HYDERABAD,C5231845,20402.0,1,1
S KOTA,C4981186,20378.0,1,1
KEELKATTALAI CHENNAI,C5541028,20333.5,1,1
ANDHERI (E) MUMBAI,C1211123,20330.0,1,1
LAYOUT PH 1 MALLATHAHALLI BANGALORE,C8835890,20235.56,1,1
BHARAT PETROLEUM CHENNAI,C1941643,20233.0,1,1
MANDPESHWAR MUMBAI,C7022652,20196.0,1,1
SWAMI SAMARTH NGR ANDHERI W MUMBAI,C5813091,20189.0,1,1
PARWANOO,C5839176,20164.0,1,1
SALALAH,C4127417,20127.0,1,1
AMBEDKAR NAGAR,C3124385,20099.0,1,1
BANTVAL,C3625417,20082.0,1,1
BAGHPAT,C1942313,20050.0,1,1
BALAGHAT,C7436067,20000.0,1,1
BANDRA E MUMBAI,C7311666,20000.0,1,1
BARDEZ,C6230550,20000.0,1,1
CHAMRAJNAGAR,C5815672,20000.0,1,1
CHIRALA,C7114886,20000.0,1,1
COLLAGE THANE,C2226575,20000.0,1,1
DIPPOO NEW DELHI,C5475985,20000.0,1,1
FACTORY ANDHERI E MUMBAI,C7622891,20000.0,1,1
FARIDABAD NIT,C1842985,20000.0,1,1
GAUTAM BUDDHA,C1420317,20000.0,1,1
HINDUSTAN NAKA KANDIVALI (W) MUMBAI,C7013911,20000.0,1,1
HOSPITAL MUMBAI,C4130073,20000.0,1,1
IMPHAL WEST,C5739038,20000.0,1,1
JACOB CIRCLE MUMBAI MUMBAI,C2722479,20000.0,1,1
KANCHIPURAM DT,C6015135,20000.0,1,1
MELBOURNE,C8842014,20000.0,1,1
NALANDA,C6120522,20000.0,1,1
NAVIMUMBAI,C7083557,20000.0,1,1
NORTH EAST DELHI,C8515452,20000.0,1,1
PINJORE,C5830327,20000.0,1,1
PURBO MEDINIPUR,C2631073,20000.0,1,1
RAJGURUNAGAR PUNE,C6131778,20000.0,1,1
ROAD MANGALORE,C4327533,20000.0,1,1
ROAD PUNE,C4535381,20000.0,1,1
SANAPADA,C5211347,20000.0,1,1
SCHOOL MUMBAI,C4212389,20000.0,1,1
STAND OJHAR (MIG),C5214684,20000.0,1,1
SURYAPET NALGONDA,C5117546,20000.0,1,1
THANE - W,C4823653,20000.0,1,1
TIRUCHIRAPPALLI,C8520279,20000.0,1,1
TIRUPATI URBAN,C2225786,20000.0,1,1
WARANGAL WARANGAL,C5116775,20000.0,1,1
VASCO DA GAMA,C1114257,19989.0,1,1
THE NILGIRIS,C3419854,19900.0,1,1
KANCHIPURAM (DT),C4213536,19876.0,1,1
PONDA,C2740016,19876.0,1,1
LALITPUR,C7013473,19840.0,1,1
DENA BANK RADHANPUR ROAD MEHSANA,C4316611,19800.0,1,1
KOTAK MAHINDRA BANK BANGALORE,C6196325,19797.0,1,1
NEEMRANA,C3741283,19793.1,1,1
REWA,C4329079,19790.0,1,1
VADODARA VADODARA,C1732760,19786.0,1,1
GREATAR NOIDA,C2428268,19743.0,1,1
TALKIES BHIWANDI,C6511451,19674.75,1,1
STAND LUCKNOW,C6924090,19630.35,1,1
DIST JAMNAGAR JAMNAGAR,C5427170,19600.0,1,1
JALGAON,C2820873,19580.0,1,1
PEN,C5516749,19579.0,1,1
NEAR PASSPORT OFFICE PATNA,C2635020,19571.0,1,1
RAICHUR,C5837774,19570.0,1,1
SANGUEM SOUTH GOA,C4312023,19547.0,1,1
BENGALORE,C6259720,19500.0,1,1
CHIPLUN,C1612549,19500.0,1,1
RESIDENCY SECUNDERABAD,C1225411,19500.0,1,1
BANGA,C7019747,19409.0,1,1
OPP MCDONALDS MUMBAI,C7229711,19389.34,1,1
TIRUVALLUR,C8624417,19294.0,1,1
KALYAN (WEST),C7940189,19288.0,1,1
KUNDANAHALLI BROOKFIELD BANGALORE,C3218560,19250.0,1,1
BADDI,C4716739,19240.64,1,1
FONTENAY AUX ROSES,C4331470,19200.0,1,1
CUNCOLIM,C2938265,19185.0,1,1
PHASE-1 SOUTH DELHI,C2214614,19100.0,1,1
S O NERUL NODE III THANE,C3154515,19052.0,1,1
NJEEZHOOR,C2635641,19000.0,1,1
VIJAYAWADA (URBAN),C7615782,19000.0,1,1
YEOLA,C8140030,19000.0,1,1
CENTRE BANGALORE,C3937379,18989.0,1,1
DHENKANAL,C6012961,18989.0,1,1
FUJAIRAH,C8879132,18989.0,1,1
HOTEL BACK SIDE CHENNAI,C6741374,18989.0,1,1
KAIRA,C8730726,18989.0,1,1
NANGANALLUR CHENNAI,C4725973,18989.0,1,1
PETROL PUMP NR YES BANK SURAT,C5916217,18989.0,1,1
TIRUVANNAMALAI,C5842937,18989.0,1,1
VLR DT,C8622951,18989.0,1,1
BARODA,C8536089,18976.01,1,1
PALLY HYDERABAD,C4132332,18976.0,1,1
OMKAR JEWELLERS THANE,C5715832,18960.02,1,1
PORBANDAR,C6036931,18908.0,1,1
GOPALGANJ,C3840269,18900.0,1,1
NEDUNGADAPALLY,C6321130,18900.0,1,1
ANANTNAG,C2238689,18894.0,1,1
BHAGALPUR,C2724139,18856.0,1,1
MORINDA MORINDA,C7173174,18810.0,1,1
PORT BLAIR,C5935230,18804.0,1,1
ULSAN,C1012378,18691.0,1,1
BOKARO STEEL CITY,C1414428,18685.0,1,1
KOCHI ERNAKULAM,C5834015,18594.0,1,1
CIRCE PAPUMPARE NAHARLAGUN,C5467176,18550.0,1,1
HOSHANGABAD,C8226387,18525.0,1,1
EXCHANGE SONIPAT,C7729150,18492.0,1,1
DARYA GANJ NEW DELHI,C5161019,18490.0,1,1
GATE DARIYAPUR AHMEDABAD,C4318531,18470.0,1,1
THIRUVALLA,C3921739,18321.0,1,1
KHEKRA,C5617120,18241.0,1,1
BEGUSARA,C4224055,18233.0,1,1
24 PARGANAS NEW RAIPUR,C1742465,18231.0,1,1
KALYAN THANE,C3738838,18231.0,1,1
VIRGONAGAR POST BANGALORE,C4617214,18212.0,1,1
GRAM PANCHAYTH HYDERABAD,C5836914,18189.0,1,1
GODHRA,C4542190,18172.0,1,1
OPP CALIFORNIA PIZZA BANGALORE,C3826190,18159.0,1,1
MANTAR RD DELHI,C3515543,18112.0,1,1
PACHALAM,C7014768,18099.5,1,1
VIRUDHUNAGAR,C3233590,18080.0,1,1
TEMPLE CHENNAI,C2615949,18070.0,1,1
BKC MUMBAI,C3516324,18038.0,1,1
ADILABAD,C4019746,18000.0,1,1
ALTO PORVORIM,C6733718,18000.0,1,1
BANGKOK,C4311154,18000.0,1,1
DENTAL COLLEGE BANGALORE,C1190454,18000.0,1,1
EAST MUMBAI,C1124963,18000.0,1,1
KALWA WEST THANE,C3823476,18000.0,1,1
KARKALA,C6433783,18000.0,1,1
KODERMA,C9035114,18000.0,1,1
KOIL SALEM,C6537426,18000.0,1,1
SUBANSIRI,C2911960,18000.0,1,1
KURLA W,C7737629,17998.0,1,1
JVPD VILE PARLE W MUMBAI,C1313434,17995.0,1,1
S O MUMBAI,C1842928,17990.01,1,1
GANJAM,C5525686,17990.0,1,1
ANGERIPALAYAM TIRUPUR RURAL C,C7013269,17950.0,1,1
AMEERPET HYDERABAD,C2614511,17822.0,1,1
TANK HYDERABAD,C6038911,17820.0,1,1
SANGOLDA,C2421349,17752.0,1,1
GAUTAM BUDDHA NAGAR,C1986421,17719.0,1,1
CALICUT PUTHIYARA,C7129115,17687.0,1,1
PAKKAM CHENNAI,C3929836,17680.0,1,1
CHANDRAPUR,C2336167,17665.78,1,1
AZAD NAGAR THANE,C5925772,17639.04,1,1
SURENDRANAGAR,C5720833,17629.0,1,1
MUMABI,C5915457,17621.0,1,1
BARDDHAMAN,C7432274,17600.0,1,1
CUDDALORE DT,C9042538,17600.0,1,1
SISA STORE BANGALORE,C8132925,17513.0,1,1
CHITTO0R,C3955262,17500.0,1,1
TEHSIL THANE THANE,C6329035,17500.0,1,1
MADDUR,C8176326,17499.0,1,1
OLDHAM,C2034349,17499.0,1,1
VERNA,C6810965,17497.0,1,1
DUNDAHERA GURGAON,C2417865,17490.0,1,1
NEW MUMBAI,C7323375,17445.0,1,1
ALWARDAS GROUND VISAKHAPATNAM,C7731536,17441.0,1,1
BISTUPUR JAMSHEDPUR,C5825930,17440.0,1,1
NR LOTUS POND HYDERABAD,C5247732,17420.0,1,1
JHALAWAR,C4913177,17400.0,1,1
SURGUJA,C1431577,17258.0,1,1
ROAD NASHIK,C1434952,17242.0,1,1
ROAD DADAR WEST MUMBAI,C7728743,17196.0,1,1
BAGALKOT,C6419333,17195.0,1,1
MOTOR HYDERABAD,C5428165,17109.0,1,1
FARIDKOT,C7525888,17090.0,1,1
JUICE CENTER ANDHERI W MUMBAI,C6528870,17066.0,1,1
ROAD EAST THANE,C4635511,17066.0,1,1
HEIDENHEIM,C1337781,17020.51,1,1
ALWAL HYDERABAD,C1633765,17000.0,1,1
KANDIVALI E MUMBAI,C7329791,17000.0,1,1
SCHOOL CHENNAI,C6818913,17000.0,1,1
SOUTH DELHI,C7819625,17000.0,1,1
URAN,C1039160,17000.0,1,1
VITTHAL UDYOG NAGAR,C6314053,17000.0,1,1
TOTAL SUPERSTORE BANGALORE,C6618248,16950.0,1,1
RAJAMUNDRY,C3037851,16945.0,1,1
SOUTH WINDSOR,C5710311,16910.0,1,1
COURT HYDERABAD,C2937649,16861.0,1,1
EAST GODAVARI,C8513642,16850.0,1,1
BIRBHUM,C8529518,16840.0,1,1
NR APNA BAZAR MUMBAI,C2411059,16795.0,1,1
SARAN,C6723721,16790.0,1,1
SIVASAGAR,C5639090,16786.0,1,1
HALIYAL,C8235360,16758.0,1,1
ANNA FLYOVER CHENNAI,C8634084,16756.71,1,1
NEAR GHODBUNDER VILLAGE  THANE,C8217539,16746.91,1,1
JALPAIGURI,C1022551,16702.0,1,1
BAWAL,C4616691,16669.0,1,1
ANATAPUR,C2725492,16650.67,1,1
SOUTH DELHI DELHI,C6323589,16562.0,1,1
COLONY ULGOOR  BANGALORE,C7942467,16501.0,1,1
ELPHINSTONE ROAD (W) MUMBAI,C2057919,16500.0,1,1
NARAYANA TEMPLE BANGALORE,C6632139,16500.0,1,1
RUWI,C4080126,16500.0,1,1
M GARH MAHENDERGARH,C2024672,16489.0,1,1
CHAKALA ANDHERI (E) MUMBAI,C6021081,16433.0,1,1
KANYAKUMARI DIST,C8116521,16430.0,1,1
BISHAP HOUSE RAJKOT,C4958422,16390.0,1,1
MUSCAT,C6221823,16388.0,1,1
ROAD HYDERABAD,C3217778,16300.0,1,1
BRIDGE PUNE,C6531336,16297.0,1,1
MATHRUSHREE HOTEL BANGALORE,C3435855,16294.0,1,1
NIZAMABAD,C4817286,16226.0,1,1
SCHOOL AHMEDABAD,C6314650,16221.0,1,1
NEARUL (W) NAVI MUMBAI,C8129158,16212.0,1,1
KOIL BACK SIDE CHENNAI,C3531013,16200.0,1,1
KALWA KALWA THANE,C4824715,16199.0,1,1
NADIA,C8634334,16188.0,1,1
DMUMBAI,C6729345,16174.0,1,1
VARCA,C5936954,16173.0,1,1
DELHI NEW DELHI,C4740722,16158.0,1,1
ABAMBAJI DHAM MUMBAI,C7814040,16114.2,1,1
COLABA MUMBAI,C4030244,16100.0,1,1
STAINES,C2221260,16100.0,1,1
COONOOR,C1142129,16098.0,1,1
ADUGODI POST BANGALORE,C7935875,16061.0,1,1
AIRPORT RD BANGALORE,C1517716,16048.0,1,1
PNEW DELHI,C8569019,16018.0,1,1
CHOWK GURGAON,C1739118,16014.0,1,1
MB ROAD NEW DELHI,C2729371,16004.0,1,1
AURAIYA,C4249049,16000.0,1,1
BALONGI,C4214286,16000.0,1,1
GOREGAON (E) MUMBAI,C7511591,16000.0,1,1
HAZARIBAGH,C1082441,16000.0,1,1
KAMSHET PUNE,C2632421,16000.0,1,1
KHEDA,C6424725,16000.0,1,1
KULLU,C6126284,16000.0,1,1
TARAPUR,C3755314,16000.0,1,1
UTTAR PRADESH,C2912781,16000.0,1,1
EDISON,C7621069,15999.0,1,1
2ND RABODI THANE,C3511660,15990.0,1,1
KANDIVALI (W) MUMBAI,C8662484,15990.0,1,1
NADACKAL,C5442611,15990.0,1,1
SECTOR 30A VASHI NAVI MUMBAI,C8039773,15990.0,1,1
WEST BENGAL,C1530836,15990.0,1,1
BANKA,C7863618,15966.0,1,1
ROAD NUNGAMBAKKAM CHENNAI,C3638152,15925.0,1,1
GHODBUNDER ROAD OWALE THANE,C3512087,15908.57,1,1
PORVORIM,C3317276,15900.0,1,1
GADCHIROLI,C5082648,15814.0,1,1
NATURALS SPA TIRUAPTHI,C3693388,15802.0,1,1
BANDRA (EAST) MUMBAI,C6025520,15800.0,1,1
EAST CHAMPARAN,C1514531,15800.0,1,1
PARRAMATTA,C8936735,15750.0,1,1
YESHWANTHPURA BANGALORE,C8440784,15746.0,1,1
PARK PHASE 1 HINJEWADI PUNE,C1833637,15741.0,1,1
MIRA ROAD,C2639948,15731.0,1,1
NERUL NODE III THANE,C7919880,15718.71,1,1
MALLESHPALYA MAIN RD BANGALORE,C2438946,15709.0,1,1
USMANABAD,C5511379,15600.0,1,1
GHAZIZABAD,C4314661,15590.25,1,1
JOGESHWARI WEST MUMBAI,C2289949,15564.0,1,1
PARAVOOR,C5562439,15548.0,1,1
BAPAT MARG LOWER PAREL WORLI MUMBAI,C4138628,15500.0,1,1
BAZAR THANE,C1540715,15500.0,1,1
CHEMBUR MUMBAI,C2485878,15500.0,1,1
KICHHA,C9028515,15500.0,1,1
MADHUBANI,C3935650,15500.0,1,1
MALDA,C4519554,15500.0,1,1
WADALA EAST MUMBAI ANTOP HILL,C8166249,15500.0,1,1
ADHANUR,C3638240,15499.0,1,1
SINDRI,C3840568,15492.0,1,1
HUKKERI,C6231170,15471.0,1,1
AMBALA CITY,C2725823,15464.0,1,1
(E) MUMBAI,C8920245,15457.0,1,1
OPP TO RAJARATHINAM STADIUM CHENNAI,C3524616,15432.0,1,1
RANGA REDDY SECUNDERABAD,C4114675,15400.0,1,1
VILLA PUNE,C4265222,15400.0,1,1
RD E CITY MIRA BHAYANDAR MCL THANE,C5510249,15393.0,1,1
HOOFDDORP,C5811982,15385.0,1,1
GUDUVANCHERRY KANCHEEPURAM,C1786469,15377.0,1,1
ANDHERI-E MUMBAI,C7860364,15352.15,1,1
TIRUNELVELI,C7333023,15350.0,1,1
JUBAIL,C6540369,15302.0,1,1
NAGAPATTINAM,C7335146,15290.0,1,1
SHAMSHABAP RANGAREDDY,C5022342,15277.0,1,1
NEW BOMBAY,C3033037,15253.51,1,1
VALSAD,C6922336,15225.0,1,1
TEMPLE SURAT,C1729349,15215.0,1,1
MIDNAPORE,C2315579,15200.0,1,1
